Monthly Income,Rent/Housing,Food & Groceries,Entertainment & Shopping,Travel & Transport,Savings/Investments,Financial Wellness Category,Personalized Recommendation
,40706.0,,9519.0,,49002.0,Thriving,Excellent! Consider investments for growth.
123481.0,30018.0,22972.0,7019.0,,46031.0,Thriving,Excellent! Consider investments for growth.
130448.0,31712.0,24268.0,7416.0,11500.0,48736.0,Thriving,Excellent! Consider investments for growth.
113501.0,27592.0,21115.0,6452.0,10005.0,39635.0,Thriving,Excellent! Consider investments for growth.
43524.0,,8097.0,2474.0,3836.0,,Thriving,Excellent! Consider investments for growth.
96213.0,23389.0,17899.0,5469.0,8481.0,37866.0,Thriving,Excellent! Consider investments for growth.
172876.0,42027.0,32161.0,9828.0,15240.0,60718.0,Thriving,Excellent! Consider investments for growth.
21062.0,5120.0,3918.0,1197.0,1856.0,5245.0,Thriving,Excellent! Consider investments for growth.
198954.0,48366.0,,11310.0,17539.0,9436.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
64547.0,15691.0,12008.0,3669.0,5690.0,17042.0,Thriving,Excellent! Consider investments for growth.
63732.0,,11856.0,3623.0,5618.0,18632.0,,Excellent! Consider investments for growth.
87221.0,21203.0,16226.0,4958.0,7689.0,29083.0,Thriving,Excellent! Consider investments for growth.
168159.0,40880.0,31283.0,9559.0,14824.0,58734.0,Thriving,Excellent! Consider investments for growth.
171456.0,41681.0,31897.0,9747.0,15115.0,68074.0,Thriving,Excellent! Consider investments for growth.
114457.0,27825.0,21293.0,6506.0,10090.0,27601.0,Thriving,Excellent! Consider investments for growth.
152723.0,37127.0,28412.0,8682.0,13463.0,31186.0,Thriving,Excellent! Consider investments for growth.
160937.0,39124.0,29940.0,9149.0,14187.0,27870.0,Stable,You're on track! Try to boost savings gradually.
136891.0,33279.0,25466.0,7782.0,12068.0,40403.0,Thriving,Excellent! Consider investments for growth.
179903.0,43735.0,33468.0,10227.0,,14604.0,Stable,You're on track! Try to boost savings gradually.
180211.0,43810.0,33526.0,10245.0,15886.0,43505.0,Thriving,Excellent! Consider investments for growth.
103560.0,25176.0,,5887.0,,1214.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
109570.0,26637.0,20384.0,6229.0,9659.0,16336.0,Stable,You're on track! Try to boost savings gradually.
196089.0,47670.0,36479.0,11147.0,17286.0,66803.0,Thriving,Excellent! Consider investments for growth.
153291.0,37265.0,28517.0,8714.0,13513.0,55316.0,Thriving,Excellent! Consider investments for growth.
71005.0,17261.0,13209.0,4036.0,6259.0,7974.0,Stable,You're on track! Try to boost savings gradually.
25287.0,6147.0,4704.0,1437.0,2229.0,2786.0,Stable,You're on track! Try to boost savings gradually.
160180.0,38940.0,29799.0,9106.0,14121.0,25854.0,Stable,You're on track! Try to boost savings gradually.
22079.0,5367.0,4107.0,1255.0,1946.0,5412.0,Thriving,Excellent! Consider investments for growth.
130198.0,31651.0,24221.0,7401.0,11477.0,47553.0,Thriving,Excellent! Consider investments for growth.
22356.0,5434.0,4159.0,1270.0,,6196.0,Thriving,Excellent! Consider investments for growth.
80279.0,19516.0,14934.0,4563.0,7077.0,22077.0,Thriving,Excellent! Consider investments for growth.
174736.0,42479.0,32507.0,9933.0,15404.0,539.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
24748.0,6016.0,,1406.0,2181.0,8755.0,Thriving,Excellent! Consider investments for growth.
50447.0,,9385.0,,4447.0,14891.0,Thriving,Excellent! Consider investments for growth.
167313.0,40674.0,31126.0,9511.0,14749.0,14833.0,Stable,You're on track! Try to boost savings gradually.
175989.0,42783.0,,10005.0,15514.0,,Thriving,Excellent! Consider investments for growth.
165128.0,40143.0,30720.0,9387.0,14557.0,58569.0,Thriving,Excellent! Consider investments for growth.
197109.0,47918.0,36669.0,11205.0,17376.0,,Stable,You're on track! Try to boost savings gradually.
138874.0,33761.0,25835.0,7895.0,12242.0,55149.0,Thriving,Excellent! Consider investments for growth.
100435.0,24416.0,18684.0,5709.0,8854.0,,At Risk,Critical: Immediate spending review needed. Focus on necessities.
116122.0,28229.0,21603.0,6601.0,10237.0,8967.0,Stable,You're on track! Try to boost savings gradually.
134692.0,32744.0,25057.0,7657.0,11874.0,31671.0,Thriving,Excellent! Consider investments for growth.
177686.0,43196.0,33056.0,10101.0,15664.0,31949.0,Stable,You're on track! Try to boost savings gradually.
178518.0,43398.0,33211.0,10148.0,15737.0,27063.0,Stable,You're on track! Try to boost savings gradually.
49592.0,38966.20384033176,9225.0,,4371.0,13945.0,Thriving,Excellent! Consider investments for growth.
188452.0,45813.0,35059.0,10713.0,16613.0,45086.0,Thriving,Excellent! Consider investments for growth.
60785.0,14777.0,11308.0,3455.0,5358.0,315.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
21542.0,5236.0,4007.0,1224.0,1899.0,5581.0,Thriving,Excellent! Consider investments for growth.
124061.0,30159.0,23080.0,7052.0,10936.0,34198.0,Thriving,Excellent! Consider investments for growth.
151456.0,36819.0,28176.0,8610.0,13352.0,29763.0,Stable,You're on track! Try to boost savings gradually.
89724.0,21812.0,16692.0,5100.0,7909.0,33254.0,Thriving,Excellent! Consider investments for growth.
25109.0,6104.0,4671.0,1427.0,2213.0,1799.0,Stable,You're on track! Try to boost savings gradually.
98752.0,24007.0,,5614.0,8705.0,37103.0,Thriving,Excellent! Consider investments for growth.
161826.0,39340.0,30105.0,9199.0,14266.0,53813.0,Thriving,Excellent! Consider investments for growth.
169213.0,41136.0,,9619.0,14917.0,30988.0,Stable,You're on track! Try to boost savings gradually.
81063.0,19706.0,15080.0,4608.0,7146.0,1447.0,,Critical: Immediate spending review needed. Focus on necessities.
72224.0,,13436.0,4105.0,6367.0,18024.0,Thriving,Excellent! Consider investments for growth.
183707.0,44660.0,34176.0,10443.0,16195.0,59366.0,Thriving,Excellent! Consider investments for growth.
42677.0,10375.0,7939.0,2426.0,3762.0,3704.0,Stable,You're on track! Try to boost savings gradually.
80545.0,19580.0,14984.0,4579.0,7100.0,23674.0,Thriving,Excellent! Consider investments for growth.
96077.0,75969.91583257589,17873.0,5462.0,8469.0,27842.0,Thriving,Excellent! Consider investments for growth.
122215.0,29711.0,22736.0,6947.0,10774.0,31669.0,Thriving,Excellent! Consider investments for growth.
112573.0,27367.0,20942.0,6399.0,9924.0,21666.0,Stable,You're on track! Try to boost savings gradually.
120497.0,29293.0,22416.0,6850.0,10622.0,3398.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
185088.0,44995.0,34433.0,10522.0,16316.0,49396.0,Thriving,Excellent! Consider investments for growth.
190102.0,46214.0,35366.0,10807.0,16758.0,39529.0,Thriving,Excellent! Consider investments for growth.
129834.0,31563.0,24154.0,7381.0,11445.0,32278.0,Thriving,Excellent! Consider investments for growth.
188876.0,45916.0,35138.0,10737.0,,58374.0,Thriving,Excellent! Consider investments for growth.
147015.0,35740.0,27350.0,8357.0,12960.0,54488.0,Thriving,Excellent! Consider investments for growth.
39446.0,9589.0,7338.0,2242.0,3477.0,7963.0,,Excellent! Consider investments for growth.
119616.0,29079.0,22253.0,6800.0,10545.0,42043.0,Thriving,Excellent! Consider investments for growth.
57711.0,14029.0,10736.0,3280.0,5087.0,18601.0,Thriving,Excellent! Consider investments for growth.
197558.0,48027.0,36753.0,11231.0,17416.0,238493.91515193137,Thriving,Excellent! Consider investments for growth.
,22686.0,17360.0,5305.0,8226.0,11018.0,Stable,You're on track! Try to boost savings gradually.
130226.0,31658.0,24226.0,7403.0,11480.0,689.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
66542.0,16176.0,12379.0,3782.0,5866.0,6878.0,,You're on track! Try to boost savings gradually.
123177.0,29945.0,22915.0,7002.0,10859.0,12536.0,Stable,You're on track! Try to boost savings gradually.
178280.0,,33166.0,,15716.0,71110.0,Thriving,Excellent! Consider investments for growth.
141626.0,34430.0,26347.0,8051.0,12485.0,5442.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
111006.0,26986.0,20651.0,6310.0,9786.0,19875.0,Stable,You're on track! Try to boost savings gradually.
146295.0,35565.0,27216.0,8316.0,12897.0,41357.0,,Excellent! Consider investments for growth.
96325.0,23417.0,17920.0,5476.0,,4384.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
158186.0,38455.0,29428.0,8992.0,13945.0,47897.0,Thriving,Excellent! Consider investments for growth.
23420.0,5693.0,4357.0,1331.0,2064.0,7284.0,Thriving,Excellent! Consider investments for growth.
42671.0,10373.0,7938.0,2425.0,3761.0,8811.0,Thriving,Excellent! Consider investments for growth.
98249.0,23884.0,18278.0,5585.0,8661.0,28050.0,Thriving,Excellent! Consider investments for growth.
32289.0,,6006.0,1835.0,2846.0,6635.0,Thriving,Excellent! Consider investments for growth.
,45805.0,35052.0,10711.0,16610.0,59949.0,Thriving,Excellent! Consider investments for growth.
38133.0,9270.0,7094.0,2167.0,3361.0,11765.0,Thriving,Excellent! Consider investments for growth.
181633.0,44156.0,33790.0,10325.0,16012.0,56704.0,Thriving,Excellent! Consider investments for growth.
43312.0,10529.0,8057.0,2462.0,3818.0,16945.0,Thriving,Excellent! Consider investments for growth.
130677.0,31768.0,24310.0,7429.0,11520.0,37665.0,Thriving,Excellent! Consider investments for growth.
180811.0,43956.0,33637.0,10279.0,15939.0,,Thriving,Excellent! Consider investments for growth.
157162.0,38207.0,29238.0,8934.0,13855.0,20867.0,Stable,You're on track! Try to boost savings gradually.
64028.0,15565.0,11911.0,3640.0,5644.0,19305.0,,Excellent! Consider investments for growth.
113680.0,27636.0,21148.0,6462.0,10021.0,21690.0,Stable,You're on track! Try to boost savings gradually.
52711.0,12814.0,9806.0,2996.0,4646.0,2924.0,,You're on track! Try to boost savings gradually.
147810.0,35933.0,27498.0,8403.0,13030.0,53586.0,Thriving,Excellent! Consider investments for growth.
,38845.0,,9084.0,14086.0,41611.0,Thriving,Excellent! Consider investments for growth.
,14260.0,10912.0,3334.0,5171.0,17230.0,Thriving,Excellent! Consider investments for growth.
87364.0,21238.0,16253.0,4966.0,7701.0,4366.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
,,24634.0,7528.0,11673.0,45053.0,Thriving,Excellent! Consider investments for growth.
156602.0,38070.0,29133.0,,13805.0,19822.0,Stable,You're on track! Try to boost savings gradually.
28392.0,6902.0,5281.0,1614.0,2502.0,4589.0,,You're on track! Try to boost savings gradually.
99530.0,24196.0,18516.0,5658.0,8774.0,26317.0,Thriving,Excellent! Consider investments for growth.
81665.0,19853.0,15192.0,4642.0,7199.0,21932.0,Thriving,Excellent! Consider investments for growth.
72256.0,17565.0,13442.0,4107.0,6369.0,656.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
108664.0,26416.0,20215.0,6177.0,9579.0,39115.0,Thriving,Excellent! Consider investments for growth.
176995.0,43028.0,32927.0,10062.0,,57423.0,Thriving,Excellent! Consider investments for growth.
104730.0,25460.0,19483.0,5953.0,9232.0,40980.0,Thriving,Excellent! Consider investments for growth.
198313.0,48211.0,36893.0,11274.0,17482.0,56146.0,Thriving,Excellent! Consider investments for growth.
116652.0,28358.0,21701.0,6631.0,10283.0,38076.0,Thriving,Excellent! Consider investments for growth.
103362.0,25127.0,19229.0,,9112.0,36824.0,Thriving,Excellent! Consider investments for growth.
77022.0,18724.0,14329.0,4378.0,6790.0,16158.0,Thriving,Excellent! Consider investments for growth.
25110.0,6104.0,4671.0,1427.0,2213.0,6907.0,Thriving,Excellent! Consider investments for growth.
55585.0,13513.0,10340.0,3160.0,4900.0,20421.0,Thriving,Excellent! Consider investments for growth.
173471.0,42171.0,32272.0,9861.0,15292.0,37304.0,Thriving,Excellent! Consider investments for growth.
132816.0,32288.0,24708.0,7550.0,11708.0,44318.0,Thriving,Excellent! Consider investments for growth.
60397.0,14682.0,,3433.0,5324.0,1236.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
131279.0,31914.0,24422.0,7463.0,11573.0,37975.0,Thriving,Excellent! Consider investments for growth.
26721.0,6496.0,4971.0,1519.0,2355.0,10202.0,Thriving,Excellent! Consider investments for growth.
26710.0,6493.0,4969.0,,2354.0,2221.0,Stable,You're on track! Try to boost savings gradually.
46170.0,11224.0,8589.0,2624.0,4070.0,13523.0,Thriving,Excellent! Consider investments for growth.
186267.0,45282.0,34652.0,10589.0,16420.0,48029.0,Thriving,Excellent! Consider investments for growth.
149295.0,36294.0,27774.0,8487.0,13161.0,6389.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
169369.0,41174.0,31509.0,9628.0,14931.0,7637.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
100102.0,24335.0,,5690.0,8824.0,24016.0,Thriving,Excellent! Consider investments for growth.
148583.0,36121.0,27642.0,8447.0,13098.0,55137.0,Thriving,Excellent! Consider investments for growth.
183817.0,44687.0,34196.0,10450.0,16204.0,52359.0,Thriving,Excellent! Consider investments for growth.
177215.0,43082.0,32968.0,10074.0,15622.0,36244.0,Thriving,Excellent! Consider investments for growth.
44951.0,10927.0,8362.0,2555.0,3962.0,16472.0,Thriving,Excellent! Consider investments for growth.
114270.0,27779.0,21258.0,6496.0,10073.0,14318.0,Stable,You're on track! Try to boost savings gradually.
186216.0,165266.12069592107,34643.0,10586.0,16416.0,58596.0,Thriving,Excellent! Consider investments for growth.
67055.0,16301.0,12474.0,3812.0,5911.0,14340.0,Thriving,Excellent! Consider investments for growth.
77716.0,18893.0,14458.0,4418.0,6851.0,9369.0,Stable,You're on track! Try to boost savings gradually.
101437.0,24659.0,18871.0,5766.0,8942.0,32437.0,Thriving,Excellent! Consider investments for growth.
150513.0,36590.0,28001.0,8556.0,,48789.0,Thriving,Excellent! Consider investments for growth.
93523.0,22735.0,17398.0,5316.0,8244.0,35234.0,Thriving,Excellent! Consider investments for growth.
144454.0,35117.0,26873.0,8212.0,12734.0,49240.0,Thriving,Excellent! Consider investments for growth.
,9079.0,6947.0,2123.0,3292.0,11448.0,Thriving,Excellent! Consider investments for growth.
155327.0,37760.0,28896.0,8830.0,13693.0,53813.0,Thriving,Excellent! Consider investments for growth.
171409.0,41670.0,31888.0,9744.0,15111.0,48648.0,Thriving,Excellent! Consider investments for growth.
33986.0,8262.0,6322.0,1932.0,2996.0,5871.0,Stable,You're on track! Try to boost savings gradually.
121332.0,29496.0,22572.0,6897.0,10696.0,39840.0,Thriving,Excellent! Consider investments for growth.
137360.0,33393.0,25554.0,7808.0,12109.0,10737.0,Stable,You're on track! Try to boost savings gradually.
141288.0,34347.0,26284.0,8032.0,12455.0,50316.0,Thriving,Excellent! Consider investments for growth.
34388.0,8359.0,6397.0,1954.0,3031.0,5539.0,Stable,You're on track! Try to boost savings gradually.
89184.0,21681.0,16591.0,5070.0,7862.0,19215.0,Thriving,Excellent! Consider investments for growth.
,15868.0,12143.0,3710.0,5754.0,15674.0,Thriving,Excellent! Consider investments for growth.
145588.0,35393.0,27084.0,8276.0,12834.0,45625.0,Thriving,Excellent! Consider investments for growth.
176497.0,42907.0,32835.0,10033.0,15559.0,54857.0,Thriving,Excellent! Consider investments for growth.
178670.0,43435.0,33239.0,,15751.0,45074.0,Thriving,Excellent! Consider investments for growth.
91031.0,22130.0,16935.0,5175.0,8025.0,35070.0,Thriving,Excellent! Consider investments for growth.
129556.0,31495.0,24102.0,7365.0,11421.0,9428.0,Stable,You're on track! Try to boost savings gradually.
134994.0,32817.0,25113.0,7674.0,11900.0,19425.0,Stable,You're on track! Try to boost savings gradually.
93770.0,22796.0,17444.0,5330.0,8266.0,30225.0,,Excellent! Consider investments for growth.
157710.0,38340.0,29340.0,,13903.0,5968.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
177729.0,43206.0,33064.0,10103.0,15668.0,36626.0,Thriving,Excellent! Consider investments for growth.
102844.0,25001.0,19132.0,5846.0,9066.0,24537.0,Thriving,Excellent! Consider investments for growth.
173487.0,42175.0,32275.0,9862.0,15294.0,,Stable,You're on track! Try to boost savings gradually.
181779.0,,,10334.0,16025.0,43198.0,,Excellent! Consider investments for growth.
71474.0,17375.0,13296.0,4063.0,,27959.0,Thriving,Excellent! Consider investments for growth.
182624.0,44396.0,33974.0,10382.0,16099.0,67881.0,Thriving,Excellent! Consider investments for growth.
98714.0,23997.0,18364.0,5611.0,8702.0,5144.0,,You're on track! Try to boost savings gradually.
125228.0,30443.0,23297.0,7119.0,11039.0,,Stable,You're on track! Try to boost savings gradually.
173812.0,42254.0,32335.0,9881.0,15322.0,51260.0,Thriving,Excellent! Consider investments for growth.
143257.0,34826.0,26651.0,8144.0,12629.0,40578.0,Thriving,Excellent! Consider investments for growth.
70990.0,17258.0,13206.0,4035.0,6258.0,14475.0,Thriving,Excellent! Consider investments for growth.
54707.0,13299.0,10177.0,3110.0,4822.0,14555.0,Thriving,Excellent! Consider investments for growth.
113808.0,27667.0,21172.0,6470.0,10033.0,44952.0,Thriving,Excellent! Consider investments for growth.
96090.0,23360.0,17876.0,5462.0,8471.0,135404.16958774158,Thriving,Excellent! Consider investments for growth.
44070.0,10713.0,8198.0,2505.0,3885.0,,Thriving,Excellent! Consider investments for growth.
32857.0,7987.0,6112.0,1867.0,2896.0,6992.0,Thriving,Excellent! Consider investments for growth.
102152.0,24833.0,,,9005.0,1187.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
76573.0,18615.0,14245.0,4353.0,6750.0,19648.0,Thriving,Excellent! Consider investments for growth.
128177.0,31160.0,23845.0,7286.0,11299.0,39758.0,Thriving,Excellent! Consider investments for growth.
49984.0,12151.0,9298.0,2841.0,4406.0,4308.0,Stable,You're on track! Try to boost savings gradually.
55262.0,13434.0,10280.0,3141.0,4871.0,,Stable,You're on track! Try to boost savings gradually.
27967.0,6798.0,5202.0,1589.0,2465.0,8669.0,Thriving,Excellent! Consider investments for growth.
147948.0,35967.0,27523.0,8410.0,13042.0,11920.0,Stable,You're on track! Try to boost savings gradually.
180261.0,43822.0,33535.0,,15891.0,2172.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
51174.0,12440.0,9520.0,2909.0,4511.0,15278.0,Thriving,Excellent! Consider investments for growth.
101994.0,24795.0,18974.0,5798.0,8991.0,26973.0,,Excellent! Consider investments for growth.
104478.0,,19436.0,5939.0,9210.0,3516.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
56487.0,13732.0,10508.0,3211.0,4979.0,17514.0,Thriving,Excellent! Consider investments for growth.
,38547.0,29498.0,9014.0,13978.0,3664.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
169859.0,41293.0,31600.0,9656.0,14974.0,4134.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
109930.0,26724.0,20451.0,6249.0,9691.0,39887.0,Thriving,Excellent! Consider investments for growth.
163326.0,39705.0,30384.0,9285.0,14398.0,,Thriving,Excellent! Consider investments for growth.
126288.0,30701.0,23494.0,7179.0,11133.0,27412.0,Thriving,Excellent! Consider investments for growth.
123892.0,30118.0,23048.0,7043.0,10922.0,3039.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
190286.0,46259.0,35400.0,10817.0,16775.0,53811.0,Thriving,Excellent! Consider investments for growth.
31246.0,7596.0,5812.0,,2754.0,4764.0,Stable,You're on track! Try to boost savings gradually.
149981.0,36461.0,27902.0,8526.0,13221.0,59172.0,Thriving,Excellent! Consider investments for growth.
81929.0,19917.0,,4657.0,7222.0,,Stable,You're on track! Try to boost savings gradually.
20163.0,4901.0,3751.0,1146.0,1777.0,4707.0,Thriving,Excellent! Consider investments for growth.
65186.0,50185.60036567968,12127.0,3705.0,5746.0,14166.0,Thriving,Excellent! Consider investments for growth.
136216.0,33114.0,25341.0,7743.0,12008.0,35576.0,Thriving,Excellent! Consider investments for growth.
45963.0,11173.0,8550.0,2613.0,4051.0,10165.0,Thriving,Excellent! Consider investments for growth.
46715.0,11356.0,8690.0,2655.0,4118.0,9950.0,Thriving,Excellent! Consider investments for growth.
26643.0,,4956.0,1514.0,2348.0,7443.0,Thriving,Excellent! Consider investments for growth.
168697.0,41011.0,31384.0,9590.0,14871.0,37747.0,Thriving,Excellent! Consider investments for growth.
195211.0,47456.0,,11097.0,17209.0,14897.0,,You're on track! Try to boost savings gradually.
180443.0,43866.0,33569.0,10258.0,15907.0,69300.0,Thriving,Excellent! Consider investments for growth.
111267.0,27049.0,20699.0,6325.0,,,Thriving,Excellent! Consider investments for growth.
164790.0,40061.0,30657.0,9368.0,14527.0,50350.0,Thriving,Excellent! Consider investments for growth.
169503.0,41207.0,31533.0,9636.0,,19803.0,Stable,You're on track! Try to boost savings gradually.
89042.0,21646.0,16565.0,5062.0,7849.0,20662.0,Thriving,Excellent! Consider investments for growth.
193359.0,47006.0,35972.0,10992.0,17046.0,69956.0,Thriving,Excellent! Consider investments for growth.
58467.0,47703.44156813415,10877.0,3323.0,5154.0,13891.0,Thriving,Excellent! Consider investments for growth.
23373.0,,4348.0,1328.0,2060.0,7179.0,Thriving,Excellent! Consider investments for growth.
67057.0,16301.0,12475.0,3812.0,5911.0,3308.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
43752.0,10636.0,8139.0,2487.0,3857.0,14086.0,Thriving,Excellent! Consider investments for growth.
121604.0,29562.0,22622.0,6913.0,10720.0,20921.0,Stable,You're on track! Try to boost savings gradually.
120689.0,29340.0,22452.0,6861.0,10639.0,37154.0,Thriving,Excellent! Consider investments for growth.
106123.0,25799.0,,6033.0,9355.0,1477.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
150282.0,36534.0,27958.0,8543.0,13248.0,17177.0,Stable,You're on track! Try to boost savings gradually.
,13979.0,,3269.0,5069.0,19366.0,Thriving,Excellent! Consider investments for growth.
86234.0,,16042.0,4902.0,7602.0,826.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
80692.0,19616.0,15011.0,4587.0,7113.0,25233.0,Thriving,Excellent! Consider investments for growth.
118540.0,28817.0,22052.0,6739.0,10450.0,28561.0,Thriving,Excellent! Consider investments for growth.
,31823.0,24353.0,7441.0,11540.0,26298.0,Thriving,Excellent! Consider investments for growth.
198595.0,48279.0,36946.0,11290.0,,21886.0,Stable,You're on track! Try to boost savings gradually.
66540.0,16176.0,12378.0,3782.0,5866.0,777.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
100642.0,24466.0,18723.0,,8872.0,31006.0,Thriving,Excellent! Consider investments for growth.
185937.0,45202.0,34591.0,10570.0,16391.0,65320.0,Thriving,Excellent! Consider investments for growth.
69268.0,,12886.0,3937.0,6106.0,,Stable,You're on track! Try to boost savings gradually.
130510.0,31727.0,24279.0,7419.0,11505.0,3052.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
81629.0,19844.0,15186.0,4640.0,7196.0,115318.41023081563,At Risk,Critical: Immediate spending review needed. Focus on necessities.
72853.0,17710.0,13553.0,4141.0,6422.0,1168.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
30526.0,7421.0,5678.0,1735.0,2691.0,11793.0,Thriving,Excellent! Consider investments for growth.
195333.0,47486.0,,11104.0,17220.0,50054.0,Thriving,Excellent! Consider investments for growth.
,41025.0,31395.0,9593.0,14877.0,42142.0,Thriving,Excellent! Consider investments for growth.
111748.0,27166.0,20789.0,6352.0,9851.0,22964.0,Thriving,Excellent! Consider investments for growth.
88926.0,21618.0,16543.0,5055.0,7839.0,4706.0,Stable,You're on track! Try to boost savings gradually.
96256.0,23400.0,17907.0,5472.0,8485.0,22974.0,Thriving,Excellent! Consider investments for growth.
152970.0,37187.0,28458.0,8696.0,13485.0,17124.0,Stable,You're on track! Try to boost savings gradually.
96323.0,23416.0,17919.0,,8491.0,10962.0,Stable,You're on track! Try to boost savings gradually.
87263.0,21214.0,16234.0,4960.0,,20105.0,Thriving,Excellent! Consider investments for growth.
104458.0,25394.0,19433.0,5938.0,9208.0,31604.0,Thriving,Excellent! Consider investments for growth.
27561.0,6700.0,5127.0,1566.0,2429.0,9092.0,Thriving,Excellent! Consider investments for growth.
75147.0,18268.0,13980.0,4272.0,6624.0,27917.0,Thriving,Excellent! Consider investments for growth.
184644.0,44888.0,34350.0,10497.0,16277.0,55240.0,Thriving,Excellent! Consider investments for growth.
48671.0,11832.0,9054.0,2766.0,,2259.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
135357.0,32906.0,25181.0,7695.0,11932.0,48324.0,Thriving,Excellent! Consider investments for growth.
56041.0,13623.0,10425.0,3185.0,4940.0,22124.0,Thriving,Excellent! Consider investments for growth.
50620.0,12306.0,9417.0,2877.0,,14650.0,Thriving,Excellent! Consider investments for growth.
79765.0,19391.0,14839.0,4534.0,7031.0,30227.0,,Excellent! Consider investments for growth.
120158.0,29211.0,22353.0,6831.0,10592.0,35862.0,Thriving,Excellent! Consider investments for growth.
184433.0,44836.0,34311.0,10485.0,16259.0,40484.0,Thriving,Excellent! Consider investments for growth.
188964.0,45938.0,35154.0,10742.0,16658.0,38953.0,Thriving,Excellent! Consider investments for growth.
196325.0,47727.0,36523.0,11161.0,17307.0,35050.0,Stable,You're on track! Try to boost savings gradually.
170354.0,41414.0,,9684.0,15018.0,41452.0,Thriving,Excellent! Consider investments for growth.
185888.0,45190.0,34582.0,10567.0,,53932.0,Thriving,Excellent! Consider investments for growth.
,,22878.0,6991.0,10841.0,41188.0,Thriving,Excellent! Consider investments for growth.
44022.0,10702.0,8189.0,,3880.0,16797.0,Thriving,Excellent! Consider investments for growth.
41636.0,10121.0,7745.0,2367.0,3670.0,16382.0,Thriving,Excellent! Consider investments for growth.
58513.0,14224.0,10885.0,3326.0,5158.0,8959.0,Stable,You're on track! Try to boost savings gradually.
32185.0,7824.0,5987.0,1829.0,2837.0,9417.0,Thriving,Excellent! Consider investments for growth.
43284.0,10522.0,8052.0,2460.0,3815.0,5584.0,Stable,You're on track! Try to boost savings gradually.
146678.0,35658.0,27287.0,8338.0,12930.0,53251.0,,Excellent! Consider investments for growth.
96272.0,,17910.0,5473.0,8487.0,31568.0,Thriving,Excellent! Consider investments for growth.
43275.0,10520.0,8050.0,,,11588.0,Thriving,Excellent! Consider investments for growth.
87957.0,21382.0,16363.0,5000.0,7754.0,20806.0,Thriving,Excellent! Consider investments for growth.
156156.0,37962.0,29050.0,8877.0,13766.0,38751.0,Thriving,Excellent! Consider investments for growth.
117852.0,28650.0,21924.0,6699.0,10389.0,33265.0,Thriving,Excellent! Consider investments for growth.
135033.0,32827.0,25121.0,7676.0,11904.0,44955.0,Thriving,Excellent! Consider investments for growth.
115259.0,84585.43633225284,21442.0,6552.0,10160.0,1588.0,At Risk,Critical: Immediate spending review needed. Focus on necessities.
158999.0,38653.0,29579.0,9039.0,14016.0,39232.0,,Excellent! Consider investments for growth.
170830.0,41529.0,31780.0,9711.0,15059.0,,Stable,You're on track! Try to boost savings gradually.
63484.0,15433.0,11810.0,3609.0,5596.0,15457.0,Thriving,Excellent! Consider investments for growth.
74886.0,18205.0,13931.0,4257.0,6601.0,23764.0,Thriving,Excellent! Consider investments for growth.
142177.0,34564.0,26450.0,8082.0,12534.0,49632.0,Thriving,Excellent! Consider investments for growth.
,,23852.0,7289.0,11303.0,32202.0,Thriving,Excellent! Consider investments for growth.
160932.0,39123.0,29939.0,9149.0,14187.0,52701.0,Thriving,Excellent! Consider investments for growth.
157443.0,38275.0,29290.0,8950.0,13879.0,49046.0,Thriving,Excellent! Consider investments for growth.
61975.0,15066.0,11529.0,3523.0,5463.0,5476.0,Stable,You're on track! Try to boost savings gradually.
138451.0,33658.0,25757.0,7871.0,,55054.0,Thriving,Excellent! Consider investments for growth.
148376.0,36071.0,27603.0,8435.0,13080.0,32112.0,Thriving,Excellent! Consider investments for growth.
178448.0,43381.0,33198.0,10144.0,15731.0,67758.0,Thriving,Excellent! Consider investments for growth.
186319.0,,34662.0,10592.0,16425.0,64479.0,Thriving,Excellent! Consider investments for growth.
